"Börsdata ID";"Bolagsnamn";"Info - Land";"Info - Ticker";"Info - Sektor";"Börsvärde - Senaste SEK";"P/E - Senaste";"PEG - Senaste";"Beta - 1år";"P/B - Senaste";"EV/EBIT - Senaste";"EV/S - Senaste";"P/FCF - Senaste";"ROE - Senaste";"ROIC - Senaste";"Bruttomarg - Senaste";"EBIT-marg - Senaste";"Vinstmarg - Senaste";"F-Score - Poäng";"Balanslik. - Senaste";"Omsätt. tillv. - År. tillv. 3år";"N.skuld/Ebitda - Senaste";"Kursutveck. - Utveck.  3m";"Kursutveck. - Utveck.  6m";"Kursutveck. - Utveck.  1år"
"2346";"MTI Investment";"Sverige";"MTI";"Finans & Fastighet";"14,9";"-0,5";;"0,87";"0,2";"0,6";"-0,3";"-0,2";"-38,1%";"-11,8%";"84,5%";"-44,6%";"-42,8%";;"0,9";"47,0%";;"17,8%";"-24,2%";"19,3%"
"1084";"Multiconsult";"Norge";"MULTI";"Industri";"4560,8";"17,4";"-0,4";"0,22";"3,6";"14,9";"1,0";"-29,8";"20,6%";"10,2%";"24,0%";"6,9%";"4,5%";"4";"1,1";"10,5%";"2,1";"-11,4%";"-12,1%";"-10,9%"
"1439";"Munters";"Sverige";"MTRS";"Industri";"28867,7";"52,0";"-1,2";"1,42";"5,9";"29,0";"2,4";"-92,2";"2,2%";"0,9%";"31,4%";"8,3%";"0,7%";"6";"1,0";"12,3%";"3,4";"-8,2%";"14,8%";"25,3%"
"1918";"Musti Group";"Finland";"MUSTI";"Dagligvaror";"6572,9";"-157,7";;"0,11";"3,5";"116,1";"1,6";"23,9";"-2,2%";"-1,1%";"45,2%";"1,3%";"-0,7%";"3";"0,8";"9,2%";"3,8";"-2,2%";"-12,1%";"-15,3%"
"2400";"My Beat";"Sverige";"MYBEAT";"Telekommunikation";"3,7";"-0,5";;"1,02";"0,4";"-2,1";"0,7";"-0,2";"-79,9%";"-45,8%";"75,9%";"-34,8%";"-39,5%";"3";"0,8";"37,3%";"-3,1";"6,7%";"-80,3%";"-86,1%"
"140";"Mycronic";"Sverige";"MYCR";"Informationsteknik";"41810,3";"26,7";"-3,6";"1,25";"5,9";"20,5";"5,0";"149,9";"21,9%";"26,9%";"52,4%";"24,4%";"19,7%";"5";"2,3";"15,7%";"-0,9";"-1,9%";"-2,2%";"-3,2%"
"147";"mySafety";"Sverige";"SAFETY B";"Informationsteknik";"423,1";"20,2";"0,1";"0,22";"3,1";"39,5";"1,3";"14,6";"13,9%";"12,8%";"66,3%";"3,2%";"5,7%";"5";"1,0";"620,6%";"-0,1";"10,6%";"5,5%";"81,0%"
"2217";"Måsoval";"Norge";"MAS";"Dagligvaror";"2826,5";"-35,0";;"0,25";"1,5";"94,8";"2,0";"5,7";"-4,3%";"-2,0%";"51,6%";"2,1%";"-3,3%";"5";"1,3";"7,3%";"5,8";"-9,7%";"-7,4%";"-8,6%"
"771";"Nanexa";"Sverige";"NANEXA";"Hälsovård";"673,2";"-37,4";;"0,59";"6,3";"-38,3";"15,7";"-17,8";"-16,9%";"-18,1%";"116,3%";"-41,0%";"-45,1%";"2";"1,5";"136,8%";;"15,8%";"78,6%";"252,5%"
"414";"NanoCap";"Sverige";"NANOC B";"Finans & Fastighet";"17,7";"-0,8";;"0,20";"0,4";"-134,5";"0,3";"5,6";"-52,9%";"-59,0%";"36,8%";"-0,2%";"-53,3%";;"2,0";"-10,3%";"-17,2";"-14,8%";"-47,1%";"-54,0%"
"2546";"NanoEcho";"Sverige";"NANECH";"Hälsovård";"11,9";;;"0,20";;;;;;;;;;"1";;;;"-54,5%";"-78,5%";"-78,8%"
"1941";"Nanoform";"Sverige";"NANOFS";"Hälsovård";"620,3";"-3,2";;"0,40";"1,3";"-2,1";"11,1";"-4,6";"-41,8%";"-75,0%";"127,4%";"-521,1%";"-503,9%";"2";"4,3";"0,6%";;"-38,0%";"-22,4%";"-44,3%"
"1943";"Nanoform";"Finland";"NANOFH";"Hälsovård";"641,9";"-3,2";;"0,63";"1,3";"-2,1";"11,1";"-4,6";"-41,8%";"-75,0%";"127,4%";"-521,1%";"-503,9%";"2";"4,3";"0,6%";;"-38,2%";"-22,2%";"-43,3%"
"918";"Nanologica";"Sverige";"NICA";"Hälsovård";"49,2";"-0,7";;"1,13";"1,6";"-1,1";"2,5";"-0,8";"-226,5%";"-107,1%";"20,3%";"-221,5%";"-242,8%";"2";"1,8";"138,6%";"-0,5";"-44,2%";"-65,9%";"-76,2%"
"1028";"Napatech";"Norge";"NAPA";"Informationsteknik";"3559,2";"-27,0";;"0,26";"10,7";"-25,9";"14,3";"-51,6";"-39,4%";"-88,4%";"69,5%";"-55,1%";"-55,0%";"3";"4,6";"-2,6%";;"4,5%";"14,8%";"72,3%"
"2325";"Nattaro Labs";"Sverige";"NATTA";"Industri";"21,6";"-2,8";;"0,92";"1,7";"-2,9";"4,3";"-2,6";"-59,0%";"-62,4%";"86,9%";"-147,4%";"-152,9%";"2";"1,7";"22,0%";;"-49,7%";"-7,8%";"18,4%"
"1085";"Navamedic";"Norge";"NAVA";"Hälsovård";"494,0";"-20,4";;"0,57";"1,4";"50,1";"1,1";"-3,0";"-7,0%";"-4,8%";"39,0%";"2,2%";"-4,2%";"3";"1,6";"13,9%";"3,2";"-23,1%";"-8,7%";"-3,4%"
"2516";"Navigo Invest";"Sverige";"NAVIGO STAM";"Finans & Fastighet";"273,9";"8,2";"0,1";"0,82";"0,2";"6,6";"0,6";"5,5";"2,6%";"2,6%";"63,1%";"8,6%";"5,0%";;"1,1";"84,2%";"1,1";"28,5%";"55,7%";"53,4%"
"150";"NAXS";"Sverige";"NAXS";"Finans & Fastighet";"394,4";"-15,2";;"0,68";"0,7";"-11,8";;"4,5";"-4,7%";"-5,3%";;;;;"6,6";;;"-5,3%";"-23,4%";"-35,3%"
"1695";"NCAB Group";"Sverige";"NCAB";"Informationsteknik";"9030,7";"43,9";"-2,3";"1,52";"6,3";"29,3";"2,6";"606,1";"14,3%";"8,9%";"35,1%";"9,0%";"5,5%";"5";"1,8";"-5,7%";"1,8";"2,1%";"-13,8%";"-9,0%"
"151";"NCC B";"Sverige";"NCC B";"Industri";"20490,9";"141,7";"-1,6";"0,94";"2,5";"27,7";"0,4";"17,5";"1,8%";"1,0%";"9,8%";"1,4%";"0,3%";"5";"1,4";"0,9%";"0,6";"-3,4%";"-4,1%";"5,7%"
"152";"Nederman";"Sverige";"NMAN";"Industri";"4681,4";"17,1";"-0,8";"0,61";"1,9";"12,9";"1,1";"6,2";"10,9%";"6,2%";"39,7%";"8,7%";"4,7%";"6";"1,6";"3,7%";"2,3";"-17,5%";"-22,1%";"-37,6%"
"1122";"Nekkar";"Norge";"NKR";"Industri";"1504,8";"-40,0";;"0,50";"4,0";"-43,4";"2,3";"89,2";"-9,4%";"-11,4%";"43,3%";"-5,4%";"-6,1%";"4";"1,6";"13,8%";;"11,0%";"36,0%";"15,3%"
"1086";"NEL";"Norge";"NEL";"Kraftförsörjning";"4294,7";"-3,3";;"0,69";"1,1";"-2,0";"2,9";"-7,5";"-32,2%";"-49,1%";"72,6%";"-141,7%";"-131,4%";"1";"3,9";"1,7%";;"-2,6%";"10,5%";"-29,1%"
"48";"Nelly Group";"Sverige";"NELLY";"Sällanköpsvaror";"1609,6";"9,4";"0,1";"0,53";"3,9";"9,7";"1,3";"17,4";"41,5%";"40,4%";"54,3%";"13,2%";"13,3%";"8";"1,5";"-0,9%";"0,2";"-52,1%";"-37,0%";"51,9%"
"2503";"Neobo Fastigheter";"Sverige";"NEOBO";"Finans & Fastighet";"2689,9";"16,9";"0,5";"0,66";"0,4";"46,7";"10,1";"8,9";"2,5%";"1,2%";"54,9%";"21,5%";"17,1%";;"0,8";"3,6%";"33,0";"2,1%";"8,9%";"16,1%"
"1975";"Neola Medical";"Sverige";"NEOLA";"Hälsovård";"60,8";"-5,5";;"0,15";"0,8";"-4,0";;"-2,9";"-14,5%";"-18,5%";;;;"1";"5,7";;;"-28,1%";"-62,7%";"-72,5%"
"2542";"Neovici Holding B";"Sverige";"NEO B";"Informationsteknik";"245,1";"-17,1";;"1,28";"5,5";"-36,0";"1,7";"-597,7";"-32,1%";"-27,1%";"100,6%";"-4,7%";"-9,8%";"4";"0,8";"78,4%";"1,3";"127,9%";"233,3%";"-34,9%"
"1081";"Nepa";"Sverige";"NEPA";"Informationsteknik";"141,5";"-4,2";;"0,26";"4,2";"-4,4";"0,6";"-8,4";"-101,3%";"-178,2%";"76,5%";"-13,0%";"-15,3%";"2";"1,0";"-10,7%";;"12,5%";"4,7%";"-18,2%"
"685";"Neste";"Finland";"NESTE";"Energi";"256301,1";"158,6";"0,6";"1,06";"3,1";"53,0";"1,4";"30,1";"2,0%";"1,3%";"14,6%";"2,6%";"0,8%";"6";"1,9";"-9,6%";"2,7";"60,8%";"86,1%";"213,5%"
"154";"Net Insight";"Sverige";"NETI B";"Informationsteknik";"752,8";"-110,3";;"0,89";"1,2";"-361,4";"1,4";"-5,9";"-1,2%";"-1,3%";"52,7%";"-0,4%";"-1,4%";"2";"3,2";"3,1%";"-0,5";"-42,4%";"-56,6%";"-54,3%"
"1702";"Netcompany Group";"Danmark";"NETC";"Informationsteknik";"23267,6";"59,2";"-1,4";"0,81";"4,6";"34,4";"2,4";"-48,1";"7,4%";"4,4%";"28,1%";"7,1%";"3,3%";"5";"1,0";"12,5%";"3,4";"-6,1%";"30,7%";"15,7%"
"2281";"Netel Holding";"Sverige";"NETEL";"Telekommunikation";"185,1";"-2,1";;"0,45";"0,2";"-84,9";"0,4";"-2,8";"-9,3%";"-5,0%";"37,9%";"-0,4%";"-3,1%";"1";"1,5";"-2,5%";"12,9";"-7,4%";"-65,3%";"-69,4%"
"2177";"Netum";"Finland";"NETUM";"Informationsteknik";"157,5";"16,4";"0,1";"0,53";"0,9";"14,4";"0,6";"12,0";"5,6%";"4,0%";"91,1%";"4,1%";"2,3%";"5";"0,5";"9,1%";"3,7";"-5,2%";"-27,2%";"-56,3%"
"323";"New Nordic Healthbrands";"Sverige";"NNH";"Dagligvaror";"111,5";"13,6";"0,1";"0,00";"1,1";"8,6";"0,2";"21,6";"7,9%";"9,2%";"64,3%";"2,6%";"1,4%";"6";"1,6";"5,7%";"1,1";"-17,8%";"-24,1%";"21,6%"
"155";"New Wave";"Sverige";"NEWA B";"Sällanköpsvaror";"11948,5";"15,3";"-1,4";"0,92";"1,8";"13,2";"1,5";"-41,9";"11,5%";"7,9%";"49,0%";"11,4%";"7,8%";"3";"3,5";"4,2%";"2,1";"-19,3%";"-18,6%";"-11,7%"
"2361";"Newbury Pharmaceuticals";"Sverige";"NEWBRY";"Hälsovård";"29,4";"-1,1";;"0,42";"0,8";"-0,9";"0,6";"-1,2";"-71,9%";"-81,5%";"39,6%";"-64,9%";"-70,1%";"2";"1,2";"53,0%";;"-16,2%";"-63,3%";"-71,0%"
"1266";"NewCap Holding";"Danmark";"NEWCAP";"Finans & Fastighet";"88,8";"-8,3";;"0,24";"1,4";"-0,9";;"9,0";"-17,4%";;;;;;"6,1";;;"0,8%";"3,5%";"19,0%"
"371";"Nexam Chemical";"Sverige";"NEXAM";"Material";"308,0";"-14,7";;"0,31";"1,4";"-19,9";"1,3";"141,1";"-9,8%";"-9,7%";"47,0%";"-6,8%";"-8,6%";"4";"1,7";"-4,6%";"4,7";"-12,5%";"-24,8%";"-4,5%"
"1468";"Nexar Group";"Sverige";"NXAR";"Sällanköpsvaror";"10,4";"-2,2";;"0,20";"2,6";"-1,8";"123,5";"-2,0";"-119,3%";"-258,9%";"-3407,5%";"-6949,3%";"-7070,1%";"1";"1,1";"-43,2%";;"-58,7%";"-65,7%";"-83,0%"
"2069";"Nexcom";"Danmark";"NEXCOM";"Informationsteknik";"71,6";"-2,9";;"1,21";"-15,0";"-5,4";"8,4";;;"-2520,9%";"29,3%";"-154,6%";"-215,6%";;"0,4";"-0,5%";"-2,0";"-15,9%";"-45,4%";"-57,8%"
"992";"Nexstim";"Finland";"NXTMH";"Hälsovård";"691,5";"107,7";"0,7";"0,75";"14,8";"99,3";"5,8";"-2562,0";"13,7%";"12,5%";"92,6%";"5,8%";"5,2%";"6";"1,3";"4,8%";"0,9";"-39,1%";"-35,2%";"2,6%"
"973";"NEXT Biometrics";"Norge";"NEXT";"Informationsteknik";"70,4";"-0,8";;"-0,04";"2,7";"-0,8";"4,7";"-1,0";"-319,8%";"-450,1%";"-1,3%";"-602,9%";"-602,5%";;"1,9";"-34,0%";;"-58,2%";"-82,1%";"-90,4%"
"1483";"NextCell Pharma";"Sverige";"NXTCL";"Hälsovård";"137,0";"-3,9";;"-0,69";"2,1";"-2,7";"9,0";"-3,2";"-52,9%";"-107,9%";"15,2%";"-328,1%";"-321,3%";"2";"10,0";"25,1%";;"84,1%";"23,2%";"-62,0%"
"558";"NFO Drives";"Sverige";"NFO";"Industri";"27,4";"-4,6";;"0,93";"2,6";"-4,0";"1,0";"-3,8";"-57,6%";"-95,1%";"27,7%";"-25,9%";"-27,1%";"1";"3,9";"-19,6%";;"-29,0%";"-52,6%";"-62,7%"
"540";"NGS Group";"Sverige";"NGS";"Industri";"50,4";"-1,6";;"0,01";"0,8";"-2,2";"0,2";"-5,4";"-50,9%";"-51,7%";"38,5%";"-9,9%";"-10,9%";"3";"1,3";"-20,8%";"-0,5";"-16,8%";"-32,6%";"-36,2%"
"156";"NIBE Industrier";"Sverige";"NIBE B";"Industri";"67558,4";"29,7";"0,3";"1,40";"2,2";"20,5";"2,1";"34,7";"7,5%";"4,9%";"31,5%";"10,1%";"5,6%";"9";"1,6";"0,6%";"2,7";"-4,2%";"-9,6%";"-24,8%"
"415";"Nicoccino";"Sverige";"NICO";"Dagligvaror";"29,5";"-2,9";;"0,09";"4,9";"-3,7";"33,1";"-4,4";"-169,6%";"-157,7%";"66,4%";"-889,5%";"-1146,6%";"3";"0,2";"81,0%";"-0,0";"36,4%";"-14,0%";"-36,8%"
"1857";"Nidaros Sparebank";"Norge";"NISB";"Finans & Fastighet";"126,8";"13,6";"1,5";"0,00";"0,8";"9,7";"4,7";"4,0";"6,8%";"0,8%";"86,9%";"48,2%";"39,0%";;;"7,1%";;"3,8%";"4,8%";"-5,2%"
"548";"Nidhogg Resources";"Sverige";"NIDHOG";"Energi";"9,6";"-2,7";;"0,68";"3,1";"-2,1";"75,6";"-9,9";"-115,1%";"-315,8%";"-3526,1%";"-3565,9%";"-3548,9%";"1";"3,2";;;"-9,2%";"-41,6%";"-86,4%"
"2102";"Nightingale Health";"Finland";"HEALTH";"Hälsovård";"925,5";"-4,3";;"0,52";"1,2";"-2,3";"8,9";"-10,7";"-29,0%";"-71,0%";"68,7%";"-389,2%";"-381,6%";"2";"8,8";"31,6%";;"-35,1%";"-45,1%";"-61,0%"
"1541";"Nilfisk";"Danmark";"NLFSK";"Industri";"5734,4";"-13,9";;"0,81";"1,9";"-31,8";"0,8";"-33,0";"-13,9%";"-11,6%";"42,0%";"-2,6%";"-3,7%";"4";"0,8";"-2,3%";"5,5";"1,0%";"21,7%";"45,1%"
"925";"Nilsson Special Vehicles";"Sverige";"NILS";"Sällanköpsvaror";"14,1";"6,4";"0,0";"0,26";"2,0";"13,7";"0,1";"2,6";"31,7%";"13,8%";"22,6%";"0,7%";"1,3%";"6";"1,2";"-7,3%";"0,9";"16,3%";"0,0%";"-11,8%"
"758";"Nilörngruppen";"Sverige";"NIL B";"Material";"567,8";"11,2";"-0,8";"0,40";"1,6";"7,2";"0,6";"9,4";"14,7%";"19,4%";"46,0%";"7,8%";"5,3%";"6";"1,8";"0,1%";"-0,4";"-21,7%";"-5,0%";"-22,4%"
"2075";"Nimbus";"Sverige";"BOAT";"Sällanköpsvaror";"537,2";"-3,2";;"0,61";"0,5";"-8,8";"0,6";"-6,2";"-17,0%";"-15,2%";"8,6%";"-6,3%";"-12,3%";"3";"1,8";"-7,9%";"-24,9";"17,8%";"-13,7%";"-24,1%"
"1479";"Nitro Games";"Sverige";"NITRO";"Sällanköpsvaror";"35,2";"23,7";"-0,3";"0,94";"1,2";"19,8";"0,5";"10,6";"5,2%";"3,4%";"77,5%";"2,8%";"1,6%";"5";"3,3";"5,3%";"0,9";"-11,4%";"-6,6%";"-19,8%"
"2312";"Niutech Group";"Sverige";"NIUTEC";"Kraftförsörjning";"36,3";"-0,2";;"-0,40";"-5,6";"-1,2";"0,2";"-0,7";;"-536,5%";"50,7%";"-17,1%";"-57,7%";"1";"0,6";"2,1%";"-1,0";"-14,1%";"-28,4%";"-77,7%"
"2326";"Nivika Fastigheter";"Sverige";"NIVI B";"Finans & Fastighet";"3854,6";"19,0";"0,7";"0,44";"0,7";"41,0";"13,3";"-3,9";"3,5%";"1,5%";"73,0%";"32,4%";"25,8%";;"1,1";"14,3%";"26,0";"-6,2%";"-0,6%";"-2,4%"
"1196";"NKT Holding";"Danmark";"NKT";"Industri";"63514,8";"21,3";"-1,1";"0,92";"2,6";"18,2";"1,3";"-23,1";"12,0%";"11,0%";"33,2%";"7,2%";"7,4%";"5";"1,3";"19,7%";"-2,5";"1,3%";"23,1%";"50,9%"
"1197";"NNIT";"Danmark";"NNIT";"Informationsteknik";"1623,3";"-44,3";;"0,65";"1,4";"126,5";"0,8";"-22,9";"-3,1%";"-2,9%";"25,0%";"0,6%";"-1,3%";"3";"1,0";"6,0%";"28,7";"-13,6%";"-28,5%";"-42,1%"
"2590";"NOBA Bank";"Sverige";"NOBA";"Finans & Fastighet";"41260,0";"12,1";"0,2";;"1,6";"9,0";"3,7";"-6,6";"13,0%";"2,1%";"83,4%";"40,9%";"30,3%";;;"17,5%";;"-28,7%";;
"157";"Nobia";"Sverige";"NOBI";"Sällanköpsvaror";"3196,4";"-2,2";;"1,36";"1,5";"-32,6";"1,2";"18,0";"-67,2%";"-11,5%";"33,8%";"-3,6%";"-11,3%";"3";"0,9";"-27,8%";"2,2";"-48,0%";"-58,1%";"-47,0%"
"2486";"Nodebis Applications";"Sverige";"NODE";"Informationsteknik";"258,0";"58,8";"1,6";"0,34";"2,4";"42,3";"2,2";"19,3";"3,7%";"4,7%";"64,7%";"5,2%";"3,9%";"8";"1,1";"48,9%";"-3,4";"13,7%";"7,6%";"102,9%"
"839";"NoHo Partners";"Finland";"NOHO";"Sällanköpsvaror";"1732,3";"16,1";"-1,0";"0,48";"1,5";"14,6";"1,3";"3,3";"8,4%";"2,4%";"67,3%";"9,0%";"2,7%";"5";"0,3";"4,6%";"3,6";"-8,1%";"-21,5%";"-24,2%"
"249";"Nokia";"Sverige";"NOKIA SEK";"Informationsteknik";"434802,4";"63,6";"-1,0";"0,74";"1,8";"39,7";"1,8";"57,0";"3,1%";"2,9%";"43,5%";"4,4%";"3,3%";"7";"1,6";"-7,2%";"-1,7";"27,6%";"70,2%";"40,1%"
"686";"Nokia";"Finland";"NOKIA";"Informationsteknik";"450577,5";"63,7";"-1,0";"1,58";"1,8";"39,7";"1,8";"57,1";"3,1%";"2,9%";"43,5%";"4,4%";"3,3%";"7";"1,6";"-7,2%";"-1,7";"28,4%";"74,8%";"43,0%"
"2577";"Nokian Panimo";"Finland";"BEER";"Sällanköpsvaror";"274,7";;;"0,02";;;;;;;;;;"1";;;;"1,2%";"-2,2%";
"687";"Nokian Renkaat";"Finland";"TYRES";"Sällanköpsvaror";"14454,6";"-86,0";;"1,03";"1,1";"54,6";"1,4";"63,6";"-1,3%";"-0,9%";"20,5%";"2,6%";"-1,1%";"5";"2,1";"-8,2%";"3,7";"2,3%";"16,1%";"40,3%"
"158";"Nolato";"Sverige";"NOLA B";"Material";"12989,5";"16,7";"0,9";"1,08";"2,3";"13,8";"1,5";"47,4";"14,0%";"11,7%";"18,3%";"10,8%";"8,2%";"8";"1,7";"-4,2%";"0,7";"-19,3%";"-20,1%";"-19,9%"
"2442";"Noram Drilling";"Norge";"NORAM";"Industri";"1983,2";"32,7";"-0,7";"0,56";"3,1";"22,3";"1,6";"11,5";"9,5%";"10,8%";"69,1%";"7,4%";"5,4%";"5";"1,5";"2,9%";"-0,5";"43,4%";"65,9%";"41,6%"
"1858";"Norbit";"Norge";"NORBT";"Industri";"13160,3";"31,5";"0,5";"1,03";"10,5";"24,0";"5,3";"42,9";"33,4%";"24,0%";"55,6%";"22,2%";"16,2%";"8";"1,5";"28,9%";"0,8";"12,1%";"1,2%";"63,0%"
"2004";"Norcod";"Norge";"NCOD";"Dagligvaror";"735,7";"-3,1";;"0,81";"3,0";"-4,5";"2,2";"-3,5";"-94,5%";"-59,8%";"10,6%";"-50,0%";"-51,2%";"2";"1,2";"37,6%";"-1,6";"-23,7%";"-18,1%";"-11,4%"
"2518";"Norconsult";"Norge";"NORCO";"Industri";"13197,5";"18,9";"0,8";"0,33";"4,0";"16,3";"1,2";"-35,4";"20,9%";"14,7%";"100,1%";"7,5%";"5,7%";"5";"1,1";"10,6%";"1,0";"-10,1%";"-17,5%";"-10,5%"
"1915";"Nord Insuretech";"Sverige";"NORDIG";"Informationsteknik";"277,2";"-7,6";;"-1,17";"12,9";"-7,8";"63,1";"-15,0";"-169,6%";"-217,9%";"-225,5%";"-812,5%";"-832,0%";"1";"0,8";"-27,0%";"-0,0";"32,7%";"134,4%";"114,3%"
"159";"Nordea Bank";"Sverige";"NDA SE";"Finans & Fastighet";"572830,3";"11,2";"-3,5";"0,76";"1,7";"8,6";"4,6";"-14,5";"14,8%";"0,8%";"72,5%";"53,8%";"41,0%";;;"6,2%";;"-2,3%";"9,6%";"17,5%"
"688";"Nordea Bank";"Finland";"NDA FI";"Finans & Fastighet";"593996,7";"11,2";"-3,5";"1,00";"1,7";"8,6";"4,6";"-14,6";"14,8%";"0,8%";"72,5%";"53,8%";"41,0%";;;"6,2%";;"-1,8%";"12,2%";"19,8%"
"943";"Nordea Bank";"Danmark";"NDA DK";"Finans & Fastighet";"598629,8";"11,2";"-3,5";"0,69";"1,7";"8,6";"4,6";"-14,6";"14,8%";"0,8%";"72,5%";"53,8%";"41,0%";;;"6,2%";;"-1,8%";"12,1%";"19,8%"
"2593";"Norden Estates";"Sverige";"NORDEN";"Finans & Fastighet";"25,1";;;;;;;;;;;;;;;;;"-18,9%";;
"2179";"Nordhealth";"Norge";"NORDH";"Informationsteknik";"2329,3";"-15,1";;"-0,46";"3,1";"-14,1";"3,9";"170,4";"-20,6%";"-22,2%";"90,5%";"-27,3%";"-27,8%";"5";"2,2";"17,4%";;"-24,2%";"-19,4%";"-27,3%"
"2041";"Nordic Aqua Partners";"Norge";"NOAP";"Dagligvaror";"1695,6";"-63,6";;"0,15";"10,0";"-86,0";"84,6";"-24,0";"-15,8%";"-11,4%";"44,7%";"-98,4%";"-128,1%";"3";"1,9";;"-7,1";"-12,0%";"-11,8%";"-8,7%"
"1344";"Nordic Financials";"Norge";"NOFIN";"Kraftförsörjning";"38,5";"-3,1";;"-1,75";"1,3";"-2,3";"18,5";"-1,6";"-41,3%";"-97,4%";"-19,1%";"-815,2%";"-1061,9%";"1";"18,9";"-65,7%";;"6,7%";"-9,6%";"-98,4%"
"354";"Nordic Flanges";"Sverige";"NFGAB";"Industri";"25,2";"-1,9";;"0,75";"1,5";"-8,4";"0,2";"2,8";"-76,8%";"-93,6%";"53,2%";"-2,9%";"-5,9%";"4";"0,8";"-2,1%";"6,9";"-5,2%";"26,4%";"-18,5%"
"2164";"Nordic Halibut";"Norge";"NOHAL";"Dagligvaror";"1188,9";"-115,8";;"-0,16";"1,7";"180,0";"11,1";"-3,9";"-1,5%";"-1,1%";"16,4%";"6,2%";"-6,9%";"2";"2,0";"22,0%";"7,6";"8,5%";"10,8%";"6,9%"
"1742";"Nordic Iron Ore";"Sverige";"NIO";"Material";"254,7";"-13,1";;"0,15";"1,0";"-10,4";;"-3,6";"-7,7%";"-9,1%";;;;"2";"2,5";;;"-27,3%";"-24,1%";"-27,2%"
"277";"Nordic LEVEL";"Sverige";"LEVEL";"Industri";"119,4";"-56,8";;"0,50";"0,6";"48,9";"0,5";"8,2";"-1,5%";"-1,4%";"47,2%";"1,0%";"-0,8%";"4";"0,9";"-1,7%";"3,0";"-5,3%";"-5,3%";"-2,9%"
"1169";"Nordic Mining";"Norge";"NOM";"Material";"1445,5";"-2,8";;"0,66";"1,2";"-5,3";"499,3";"-2,5";"-44,5%";"-15,7%";"100,0%";"-9496,0%";"-9171,6%";"1";"2,4";;"-3,4";"-36,3%";"-32,7%";"-46,3%"
"898";"Nordic Semiconductor";"Norge";"NOD";"Informationsteknik";"31133,8";"181,6";"1,3";"0,96";"4,4";"122,0";"4,2";"-63,8";"2,4%";"3,1%";"51,8%";"3,5%";"2,5%";"5";"4,0";"-4,9%";"-2,2";"17,9%";"-6,5%";"15,7%"
"2407";"Nordic Technology";"Norge";"NTG";"Industri";"397,0";"-0,9";;"-0,15";"1,0";"-1,6";"7,9";"-3,9";"-107,6%";"-92,2%";"47,3%";"-482,9%";"-676,5%";"2";"1,1";"34,9%";"-0,6";"47,1%";"146,9%";"17,6%"
"2279";"Nordisk Bergteknik";"Sverige";"NORB B";"Material";"669,7";"23,4";"0,1";"0,40";"0,5";"17,1";"0,6";"8,4";"2,3%";"1,1%";"58,2%";"3,6%";"0,8%";"8";"1,5";"0,5%";"3,3";"-8,6%";"2,2%";"-1,5%"
"2298";"Norditek";"Sverige";"NOTEK";"Industri";"159,6";"14,2";"0,1";"0,49";"1,6";"12,4";"1,8";"-4,7";"11,0%";"7,5%";"39,6%";"14,3%";"9,7%";"4";"3,3";"8,0%";"2,2";"-15,0%";"-12,8%";"11,0%"
"161";"Nordnet";"Sverige";"SAVE";"Finans & Fastighet";"74349,0";"25,1";"2,7";"0,82";"8,8";"19,8";"13,7";"20,9";"36,0%";"1,0%";"75,6%";"69,2%";"56,0%";;;"16,8%";;"11,7%";"8,4%";"23,0%"
"2526";"Nordrest";"Sverige";"NREST";"Sällanköpsvaror";"3875,1";"19,8";"0,3";"0,44";"10,4";"14,3";"1,5";"32,0";"52,4%";"48,9%";"55,8%";"10,4%";"7,7%";"6";"1,4";"28,2%";"-0,2";"30,4%";"45,7%";"121,6%"
"740";"Norion Bank";"Sverige";"NORION";"Finans & Fastighet";"10542,5";"7,8";"0,5";"0,87";"1,1";"6,2";"3,0";"9,3";"14,3%";"2,3%";"87,6%";"47,8%";"37,2%";;;"6,2%";;"-22,8%";"-17,0%";"36,8%"
"2342";"Norrhydro";"Finland";"NORRH";"Industri";"153,3";"57,4";"0,5";"0,80";"1,6";"16,6";"0,8";"24,4";"2,9%";"1,7%";"48,8%";"4,7%";"0,8%";"6";"1,0";"-1,1%";"3,4";"7,4%";"-5,7%";"-7,8%"
"2160";"Norse Atlantic";"Norge";"NORSE";"Industri";"771,2";"-1,1";;"0,16";"-0,3";"-44,4";"1,2";"1,5";;"-11,5%";"78,1%";"-2,7%";"-8,4%";"3";"0,4";"91,7%";"14,5";"-30,8%";"-48,8%";"-6,8%"
"957";"Norsk Hydro";"Norge";"NHY";"Material";"175662,2";"25,3";"1,4";"0,95";"1,7";"13,1";"0,9";"31,5";"6,3%";"4,6%";"38,5%";"6,9%";"3,2%";"7";"1,7";"0,0%";"0,7";"11,0%";"30,1%";"25,3%"
"2171";"Norsk Titanium";"Norge";"NTI";"Industri";"917,2";"-1,2";;"0,59";"2,4";"-1,2";"6,8";"-1,3";"-201,9%";"-295,3%";"-53,6%";"-566,9%";"-656,1%";"3";"3,7";"73,1%";;"-20,1%";"-25,0%";"-60,5%"
"1880";"Norske Skog";"Norge";"NSKOG";"Material";"2840,0";"6,8";"0,0";"0,98";"0,5";"12,5";"0,7";"-27,3";"6,9%";"4,0%";"34,0%";"6,0%";"4,3%";"5";"1,1";"-13,4%";"3,8";"90,3%";"60,1%";"34,4%"
